,Dia_C_Xdisp,Dia_C_Ydisp,TC1_Temp_Z0,TC1_Temp_Z5,TC1_pressure_melt,TC1_temp_melt
5495,4.1,4.3,151.2,174.9,169.4,181.4
5496,4.2,4.2,151.6,174.9,173.3,182.4
5497,4.1,4.3,151.8,174.9,167.6,182.0
5498,4.1,4.3,151.5,174.9,168.5,181.4
5499,4.1,4.3,151.4,174.9,168.5,181.4
5500,4.1,4.3,151.7,174.9,168.5,181.6
5501,3.2,3.3,149.7,175.1,203.9,184.6
5502,2.7,2.8,149.8,175.1,197.0,184.5
5503,2.8,2.9,149.9,175.0,189.9,184.3
5504,3.9,4.0,149.7,175.1,209.1,184.6
5505,2.7,2.9,149.9,175.0,192.7,184.4
5506,4.2,4.2,150.9,174.9,191.8,183.3
5507,4.1,4.2,150.6,175.0,184.0,183.5
5508,4.2,4.2,150.8,174.9,191.8,183.4
5509,4.1,4.1,150.4,175.0,180.6,183.8
5510,3.9,4.0,149.7,175.1,212.5,184.6
5511,3.7,3.8,150.0,175.1,214.3,184.5
5512,3.4,3.6,149.7,175.0,215.2,184.7
5513,3.3,3.3,149.7,175.0,216.0,184.6
5514,3.6,3.6,149.7,175.0,214.3,184.7
5515,3.2,3.2,149.9,175.1,215.2,184.5
5516,3.5,3.5,149.8,175.0,216.0,184.6
5517,4.0,4.2,150.1,175.1,214.3,184.3
5518,3.6,3.6,149.7,175.0,214.1,184.7
5519,4.1,4.1,150.2,175.2,210.0,184.0
5520,4.1,4.1,150.4,175.2,208.2,183.9
5521,4.1,4.1,150.7,175.3,209.1,183.7
5522,4.1,4.1,150.2,175.2,210.9,184.1
5523,4.1,4.1,150.1,175.2,213.4,184.2
5524,4.1,4.1,150.5,175.2,208.8,183.9
5525,4.1,4.1,150.2,175.2,212.1,184.2
5526,4.1,4.1,150.3,175.2,209.1,184.0
5527,4.1,4.1,150.2,175.2,211.7,184.1
5528,4.1,4.1,151.0,175.3,208.2,183.5
5529,4.1,4.1,151.2,175.3,208.2,183.3
5530,4.0,4.1,151.5,175.4,207.4,183.0
5531,4.1,4.1,151.2,175.3,208.2,183.4
5532,4.1,4.1,151.1,175.3,208.2,183.4
5533,4.0,4.1,151.6,175.4,207.4,182.9
5534,4.1,4.1,151.1,175.3,208.2,183.4
5535,4.1,4.1,151.1,175.3,207.7,183.4
5536,4.0,4.1,151.3,175.4,207.4,183.2
5537,4.1,4.0,150.6,175.6,175.4,182.5
5538,4.1,4.0,151.4,175.5,177.1,182.5
5539,4.0,4.0,149.6,175.6,174.5,182.6
5540,4.1,4.0,151.3,175.5,176.3,182.5
5541,4.1,4.0,151.0,175.6,176.1,182.5
5542,4.0,4.0,149.9,175.6,174.5,182.6
5543,4.1,4.0,151.1,175.6,176.3,182.5
5544,4.0,4.0,149.0,175.6,173.9,182.6
5545,4.0,4.0,150.1,175.6,174.5,182.5
5546,4.1,4.0,147.9,175.5,173.7,182.6
5547,4.1,4.0,147.6,175.5,173.7,182.5
5548,4.1,4.0,147.8,175.5,173.7,182.5
5549,4.1,4.0,148.0,175.5,173.7,182.6
5550,4.1,4.0,148.3,175.6,173.8,182.6
5551,4.0,4.0,147.0,175.4,171.1,182.3
5552,4.0,4.0,147.1,175.5,171.9,182.3
5553,4.0,4.0,146.9,175.3,171.1,182.3
5554,4.0,4.0,147.0,175.4,171.1,182.3
5555,4.0,4.0,147.1,175.2,171.8,182.0
5556,4.0,4.0,147.3,175.1,171.1,181.8
5557,4.0,4.0,147.4,175.1,171.1,181.7
5558,4.0,4.0,146.8,175.3,171.1,182.3
5559,4.0,4.0,147.4,175.1,171.1,181.8
5560,4.0,4.0,147.5,175.0,171.1,181.6
5561,4.0,4.0,147.1,175.2,171.1,182.0
5562,4.0,4.0,147.0,175.2,171.2,182.2
5563,4.0,4.0,147.0,175.2,171.9,182.1
5564,4.0,4.0,149.2,174.7,172.8,180.3
5565,4.0,4.0,148.9,174.8,171.9,180.6
5566,4.0,4.0,148.3,174.9,171.1,180.8
5567,4.0,4.0,148.3,174.9,171.1,180.9
5568,4.0,4.0,148.1,174.9,171.1,181.1
5569,4.0,4.0,148.9,174.8,171.9,180.6
5570,4.0,4.0,147.7,175.0,171.1,181.5
5571,4.0,4.0,149.1,174.8,172.8,180.4
5572,4.0,4.0,147.8,175.0,171.1,181.3
5573,4.0,4.0,149.9,174.7,183.2,180.2
5574,4.0,4.0,150.6,174.7,181.5,179.9
5575,4.0,4.0,150.3,174.7,178.0,179.7
5576,4.0,4.0,150.7,174.7,183.2,180.0
5577,4.0,4.0,150.7,174.7,183.2,180.0
5578,4.0,4.0,150.4,174.7,177.1,179.5
5579,4.0,4.0,150.4,174.7,180.6,179.9
5580,4.0,4.0,149.2,174.7,172.8,180.3
5581,4.0,4.0,149.7,174.7,172.8,180.2
5582,4.0,4.0,150.5,174.7,176.3,179.4
5583,4.0,4.0,150.5,174.7,175.4,179.2
5584,4.0,4.0,150.6,174.8,172.8,178.9
5585,4.0,4.0,150.7,174.9,172.3,179.1
5586,4.0,4.0,150.5,174.8,174.5,179.1
5587,4.0,4.0,151.1,175.0,171.9,179.3
5588,4.0,4.0,150.7,174.9,172.4,179.1
5589,4.0,4.0,150.8,174.8,173.7,179.0
5590,4.0,4.0,150.8,174.8,172.8,178.9
5591,4.0,4.0,150.7,175.1,190.1,180.1
5592,4.0,4.0,150.9,175.1,187.9,180.0
5593,4.0,4.0,150.3,175.1,188.4,180.0
5594,4.0,4.0,150.4,175.1,187.5,180.1
5595,4.0,4.0,150.3,175.1,188.4,180.1
5596,4.0,4.0,151.2,175.0,171.9,179.8
5597,4.0,4.0,151.0,175.0,171.9,179.7
5598,4.0,4.0,151.1,175.1,171.9,180.0
5599,4.0,4.0,151.0,175.0,171.9,179.7
5600,4.0,4.0,150.1,175.1,185.8,180.0
5601,4.0,4.0,150.0,175.0,185.1,180.0
5602,4.0,4.0,150.1,175.1,185.8,180.1
5603,4.0,4.0,150.0,175.0,185.4,180.0
5604,4.0,4.0,150.2,175.0,185.8,180.0
5605,4.0,4.1,150.0,175.0,174.5,180.6
5606,4.0,4.0,150.2,175.1,185.8,180.1
5607,4.0,4.0,150.0,175.0,178.1,180.0
5608,4.0,4.0,149.9,175.0,177.1,180.0
5609,4.0,4.1,151.5,175.1,171.9,179.4
5610,4.0,4.1,151.2,175.1,171.9,179.5
5611,4.0,4.1,150.0,175.0,174.5,180.5
5612,4.0,4.1,151.8,175.2,170.2,179.8
5613,4.0,4.1,151.2,175.1,171.9,179.4
5614,4.0,4.1,150.2,175.0,173.7,180.3
5615,4.0,4.1,151.9,175.2,170.2,179.9
5616,4.0,4.1,150.1,175.0,174.4,180.4
5617,4.0,4.0,151.8,175.3,169.4,180.0
5618,4.0,4.1,151.6,175.3,169.4,180.1
5619,4.0,4.1,151.5,175.3,169.4,180.1
5620,4.0,4.0,150.7,175.4,167.6,180.1
5621,4.0,4.0,151.8,175.3,169.4,180.1
5622,4.0,4.0,150.9,175.4,168.5,180.2
5623,4.0,4.0,150.9,175.4,168.5,180.1
5624,4.0,4.0,151.1,175.4,168.5,180.1
5625,4.0,4.0,151.7,175.3,169.4,180.1
5626,4.0,4.0,151.3,175.3,169.4,180.2
5627,4.0,4.0,150.7,175.4,167.6,180.1
5628,4.0,4.0,150.6,175.4,167.6,180.1
5629,4.0,4.0,150.6,175.4,167.6,180.1
5630,4.0,4.0,149.7,175.3,165.9,180.8
5631,4.0,4.0,150.1,175.3,165.9,180.3
5632,4.0,4.0,150.1,175.4,166.1,180.3
5633,4.0,4.0,149.9,175.3,165.9,180.4
5634,4.0,4.0,150.6,175.4,167.6,180.1
5635,4.0,4.0,150.4,175.4,166.8,180.2
5636,4.0,4.0,150.0,175.0,182.5,181.3
5637,4.0,4.0,150.0,175.0,182.3,181.3
5638,4.0,4.0,149.8,175.1,165.9,181.3
5639,4.0,4.0,149.8,175.2,165.9,180.9
5640,4.0,4.0,149.8,175.2,165.9,181.2
5641,4.0,4.0,149.8,175.2,165.9,181.3
5642,4.0,4.0,149.7,175.2,165.9,181.1
5643,4.0,4.0,150.1,175.0,182.3,181.1
5644,4.0,4.0,150.0,175.0,181.5,181.1
5645,4.0,4.0,150.2,174.9,179.7,181.1
5646,4.0,4.0,151.6,174.9,170.2,181.1
5647,4.0,4.0,150.2,174.9,178.0,181.1
5648,4.0,4.0,150.8,174.8,171.5,180.6
5649,4.0,4.0,150.7,174.8,172.8,180.7
5650,4.0,4.0,150.4,174.9,174.5,180.9
5651,4.0,4.0,151.1,174.8,171.1,180.4
5652,4.0,4.0,151.3,174.9,170.2,181.0
5653,4.0,4.0,151.3,174.9,170.2,181.0
5654,4.0,4.0,148.5,175.0,182.7,181.7
5655,4.0,4.0,149.3,175.0,177.1,181.3
5656,4.0,4.0,148.7,175.0,183.2,181.4
5657,4.0,4.0,151.4,174.9,170.2,181.2
5658,4.0,4.0,149.9,175.0,167.6,181.2
5659,4.0,4.0,149.7,175.0,167.6,181.2
5660,4.0,4.0,151.4,174.9,170.2,181.2
5661,4.0,4.0,150.8,175.0,169.4,181.2
5662,4.0,4.0,149.2,175.0,168.1,181.2
5663,4.0,4.0,148.1,174.9,181.5,181.9
5664,4.0,4.0,148.1,174.9,185.2,181.6
5665,4.0,4.0,148.2,175.0,181.5,181.8
5666,4.0,4.0,148.1,174.9,186.6,181.6
5667,4.0,4.0,148.1,174.9,181.5,181.9
5668,4.0,4.0,148.3,175.0,181.5,181.9
5669,4.0,4.0,148.1,174.9,181.5,181.9
5670,4.0,4.0,148.5,175.0,182.3,181.7
5671,4.0,4.0,148.1,174.9,186.6,181.3
5672,4.0,4.0,148.7,175.1,185.8,180.4
5673,4.0,4.0,148.9,175.2,185.8,180.4
5674,4.0,4.0,148.5,175.0,184.9,180.6
5675,4.0,4.0,148.6,175.1,185.0,180.4
5676,4.0,4.0,148.5,175.0,185.0,180.7
5677,4.0,4.0,148.5,175.0,184.9,180.7
5678,4.0,4.0,148.5,175.0,185.3,180.6
5679,4.0,4.0,148.4,175.0,184.9,180.8
5680,4.0,4.0,148.4,174.9,185.1,180.9
5681,4.0,4.0,149.1,175.2,185.8,180.5
5682,4.0,4.0,149.3,175.4,186.6,180.5
5683,4.0,4.0,149.0,175.2,185.8,180.4
5684,4.0,4.0,151.3,175.7,185.8,180.7
5685,4.0,4.0,149.3,175.4,186.6,180.6
5686,4.0,4.0,151.3,175.7,185.8,180.7
5687,4.0,4.0,151.2,175.7,185.8,180.7
5688,4.0,4.0,150.1,175.6,186.6,180.7
5689,4.0,4.0,151.0,175.7,186.6,180.6
5690,4.0,4.0,151.5,175.7,185.8,180.8
5691,4.0,4.0,151.6,175.7,183.2,180.9
5692,4.0,4.0,151.1,175.8,170.2,181.3
5693,4.0,4.0,151.4,175.8,171.1,181.0
5694,4.0,4.0,151.0,175.8,170.2,181.3
5695,4.0,4.0,151.4,175.8,170.2,181.2
5696,4.0,4.0,150.7,175.7,170.2,181.7
5697,4.0,4.0,151.1,175.8,170.2,181.5
5698,4.0,4.0,150.5,175.7,170.2,181.8
5699,4.0,4.0,149.8,175.4,170.1,180.9
5700,4.0,4.0,150.0,175.6,170.2,181.7
5701,4.0,4.0,149.9,175.6,170.2,181.6
5702,4.0,4.0,150.1,175.7,170.2,182.0
5703,4.0,4.0,149.9,175.7,170.3,181.8
5704,4.0,4.0,150.5,175.7,170.2,181.8
5705,4.0,4.0,150.5,175.7,170.2,181.8
5706,4.0,4.0,150.4,175.7,170.2,182.0
5707,4.0,4.0,149.8,175.7,170.2,181.9
5708,4.0,4.0,149.8,175.4,169.4,180.8
5709,4.0,4.0,150.1,175.1,170.2,180.0
5710,4.0,4.0,150.1,175.1,170.2,179.9
5711,4.0,4.0,150.1,175.0,170.2,179.9
5712,4.0,4.0,150.0,175.3,169.6,180.6
5713,4.0,4.0,150.0,175.1,170.2,180.0
5714,4.0,4.0,150.2,175.1,170.2,180.0
5715,4.0,4.0,149.9,175.3,169.4,180.6
5716,4.0,4.0,149.8,175.3,170.2,180.7
5717,4.0,4.0,150.7,174.8,170.2,179.4
5718,4.0,4.0,150.4,174.9,170.2,179.5
5719,4.0,4.0,150.2,175.0,170.2,179.8
5720,4.0,4.0,150.5,174.8,170.2,179.5
5721,4.0,4.0,150.1,175.0,170.2,179.9
5722,4.0,4.0,150.3,174.9,170.4,179.6
5723,4.0,4.0,150.5,174.8,170.2,179.5
5724,4.0,4.0,151.0,174.8,170.2,179.4
5725,4.0,4.0,150.7,174.8,170.2,179.4
5726,4.0,4.0,149.7,174.9,167.6,179.9
5727,4.0,4.0,150.4,174.9,167.6,179.4
5728,4.0,4.0,151.0,174.9,170.2,179.4
5729,4.0,4.0,151.3,174.9,169.4,179.2
5730,4.0,4.0,150.8,174.9,167.6,179.3
5731,4.0,4.0,151.4,174.9,168.5,179.1
5732,4.0,4.0,151.0,174.9,168.3,179.1
5733,4.0,4.0,151.4,174.9,169.4,179.1
5734,4.0,4.0,150.4,174.9,167.6,179.5
5735,4.0,4.0,149.7,174.9,167.9,179.9
5736,4.0,4.0,148.7,175.0,183.2,180.5
5737,4.0,4.0,149.7,174.9,167.6,179.9
5738,4.0,4.0,148.7,174.9,181.5,180.4
5739,4.0,4.0,148.7,175.0,183.2,180.5
5740,4.0,4.0,148.5,174.9,173.8,180.4
5741,4.0,4.0,148.2,175.0,173.7,180.4
5742,4.0,4.0,148.2,175.0,173.8,180.5
5743,4.0,4.0,148.3,175.0,173.7,180.3
5744,4.0,4.0,148.4,175.0,173.3,180.1
5745,4.0,4.0,148.3,175.0,171.1,180.1
5746,4.0,4.0,148.4,175.0,170.2,180.0
5747,4.0,4.0,148.4,175.0,170.2,180.0
5748,4.0,4.0,148.4,175.0,170.2,180.0
5749,4.0,4.0,148.3,175.0,173.7,180.2
5750,4.0,4.0,148.5,175.0,170.2,180.0
5751,4.0,4.0,148.3,175.0,170.2,180.0
5752,4.0,4.0,148.4,175.0,173.7,180.3
5753,4.0,4.0,149.2,174.9,181.5,179.9
5754,4.0,4.0,148.8,174.9,173.7,179.9
5755,4.0,4.0,148.9,174.9,170.2,179.9
5756,4.0,4.0,149.6,174.9,171.1,179.9
5757,4.0,4.0,148.6,174.9,170.2,180.0
5758,4.0,4.0,148.5,175.0,170.1,180.0
5759,4.0,4.0,148.7,174.9,170.2,179.9
5760,4.0,4.0,149.0,174.9,170.2,179.9
5761,4.0,4.0,148.5,174.9,170.2,180.0
5762,4.0,4.0,151.6,175.0,166.8,179.5
5763,4.0,4.0,151.6,175.0,166.8,179.5
5764,4.0,4.0,150.7,175.0,167.8,179.4
5765,4.0,4.0,150.0,174.9,170.2,179.8
5766,4.0,4.0,150.7,175.0,168.3,179.4
5767,4.0,4.0,150.0,174.9,170.2,179.7
5768,4.0,4.0,151.5,175.0,166.8,179.5
5769,4.0,4.0,150.3,175.0,169.4,179.7
5770,4.0,4.0,150.5,175.0,168.5,179.5
5771,4.0,4.0,151.6,175.1,166.8,180.5
5772,4.0,4.0,151.4,175.0,166.8,179.7
5773,4.0,4.0,151.3,175.1,166.8,180.7
5774,4.0,4.0,151.4,175.1,166.8,180.7
5775,4.0,4.0,151.7,175.0,166.6,179.9
5776,4.0,4.0,151.6,175.0,166.8,180.3
5777,4.0,4.0,151.5,175.1,166.8,180.4
5778,4.0,4.0,151.4,175.1,166.8,180.6
5779,4.0,4.0,151.5,175.1,166.8,180.3
5780,4.0,4.0,151.5,175.1,166.8,180.7
5781,4.0,4.0,149.7,175.1,168.5,181.9
5782,4.0,4.0,149.5,175.1,168.5,182.0
5783,4.0,4.0,150.7,175.1,167.6,181.3
5784,4.0,4.0,150.9,175.1,167.6,180.9
5785,4.0,4.0,149.8,175.1,168.5,182.0
5786,4.0,4.0,150.3,175.1,168.5,181.7
5787,4.0,4.0,150.7,175.2,167.6,181.5
5788,4.0,4.0,149.5,175.1,168.5,182.0
5789,4.0,4.0,149.2,174.9,188.4,181.6
5790,4.0,4.0,149.2,175.0,171.9,181.7
5791,4.0,4.0,149.1,175.0,183.7,181.6
5792,4.0,4.0,149.3,175.0,167.6,181.8
5793,4.1,4.1,149.1,174.8,176.3,181.6
5794,4.0,4.0,149.1,175.0,182.3,181.6
5795,4.0,4.0,149.2,174.8,191.0,181.6
5796,4.0,4.0,149.2,174.9,191.0,181.6
5797,4.0,4.0,149.5,175.1,168.5,182.0
5798,2.8,2.8,150.8,174.9,171.9,182.0
5799,2.8,2.8,149.9,174.8,174.5,181.6
5800,2.8,2.8,149.8,174.8,173.6,181.7
5801,2.8,2.8,149.8,174.8,172.8,181.7
5802,2.8,2.8,150.7,174.8,171.9,181.9
5803,2.8,2.8,149.2,174.8,177.1,181.6
5804,2.8,2.8,149.9,174.8,174.5,181.6
5805,2.8,2.8,149.8,174.8,175.4,181.6
5806,2.8,2.8,149.8,174.8,172.8,181.7
5807,2.8,2.8,151.1,174.9,172.8,182.2
5808,2.8,2.8,151.3,175.0,172.8,182.0
5809,2.8,2.8,151.4,175.0,172.8,181.9
5810,2.8,2.8,151.1,174.9,172.8,182.2
5811,2.8,2.8,151.5,175.0,172.8,181.8
5812,2.8,2.8,150.3,175.1,171.1,180.7
5813,2.8,2.8,150.8,175.1,171.9,181.1
5814,2.8,2.8,151.1,174.9,171.9,182.1
5815,2.8,2.8,151.0,174.9,171.9,182.1
5816,3.4,3.5,149.8,175.1,172.8,180.5
5817,3.3,3.4,149.0,175.1,191.3,180.4
5818,2.9,2.9,149.7,175.1,177.1,180.5
5819,4.1,4.1,149.3,175.1,191.0,180.4
5820,4.1,4.1,148.0,175.1,182.3,180.3
5821,4.1,4.1,147.6,175.0,177.1,180.4
5822,4.1,4.1,148.6,175.1,189.3,180.3
5823,4.1,4.1,147.5,175.0,176.3,180.4
5824,4.1,4.1,148.1,175.1,184.0,180.3
5825,4.1,4.1,147.3,175.0,174.5,180.5
5826,4.1,4.1,147.4,175.0,175.4,180.5
5827,4.1,4.1,147.4,174.9,171.9,180.3
5828,4.1,4.1,147.3,174.9,172.8,180.3
5829,4.1,4.1,147.5,174.9,170.9,180.1
5830,4.1,4.1,147.3,175.0,172.8,180.3
5831,4.1,4.1,147.5,174.9,171.1,180.1
5832,4.1,4.1,147.4,175.0,172.8,180.4
5833,4.1,4.1,147.5,174.9,171.1,180.1
5834,4.1,4.1,148.3,174.9,167.6,180.2
5835,4.1,4.1,147.6,174.9,169.6,180.0
5836,4.1,4.1,147.9,174.9,168.6,180.0
5837,4.1,4.1,148.0,174.9,168.5,180.0
5838,4.1,4.1,148.1,174.9,168.5,180.0
5839,4.1,4.1,147.6,174.9,170.2,180.0
5840,4.1,4.1,147.6,174.9,170.2,180.0
5841,4.1,4.1,148.4,174.8,167.6,180.2
5842,4.1,4.1,147.7,174.9,169.4,180.0
5843,4.1,4.1,149.2,174.9,167.6,180.6
5844,4.1,4.1,148.4,174.8,167.6,180.2
5845,4.1,4.1,150.0,174.9,167.6,181.1
5846,4.1,4.1,148.7,174.8,167.6,180.3
5847,4.1,4.1,149.2,174.9,167.6,180.6
5848,4.1,4.1,149.1,174.8,167.6,180.6
5849,4.1,4.1,149.5,174.9,167.6,180.8
5850,4.1,4.1,149.9,174.9,167.6,181.1
5851,4.1,4.1,149.8,174.9,167.6,180.9
5852,4.1,4.1,150.9,175.0,170.0,181.5
5853,4.1,4.1,150.2,174.9,167.8,181.2
5854,4.1,4.1,150.2,174.9,167.8,181.3
5855,4.1,4.1,150.3,174.9,168.5,181.3
5856,4.1,4.1,150.1,174.9,167.6,181.2
5857,4.1,4.1,151.4,175.0,168.5,181.2
5858,4.1,4.1,150.4,175.0,168.5,181.4
5859,4.1,4.1,150.6,175.0,168.7,181.5
5860,4.1,4.1,150.3,174.9,168.5,181.4
5861,4.1,4.1,152.1,175.0,170.2,180.4
5862,4.1,4.1,151.8,175.0,169.4,180.8
5863,4.1,4.1,151.8,175.0,170.2,180.7
5864,4.1,4.1,151.5,175.0,168.5,181.1
5865,4.1,4.1,151.4,175.0,168.5,181.2
5866,4.1,4.1,152.0,175.0,170.7,180.5
5867,4.1,4.1,152.1,175.0,170.4,180.4
5868,4.1,4.1,151.7,175.0,168.5,180.8
5869,4.1,4.1,151.6,175.0,168.6,180.9
5870,4.1,4.1,149.2,174.9,170.9,180.1
5871,4.1,4.1,150.3,174.9,168.5,180.1
5872,4.1,4.1,148.7,174.8,190.1,180.1
5873,4.1,4.1,149.7,174.9,168.1,180.0
5874,4.1,4.1,150.3,174.9,168.9,180.1
5875,4.1,4.1,150.5,174.9,169.4,180.1
5876,4.1,4.1,151.3,174.9,170.6,180.2
5877,4.1,4.1,152.1,175.0,171.1,180.3
5878,4.1,4.1,151.4,174.9,170.6,180.2
5879,2.8,3.0,147.9,174.8,190.1,180.7
5880,2.7,2.9,147.8,174.8,188.6,180.7
5881,4.1,4.1,148.8,174.9,190.1,180.2
5882,4.1,4.1,148.7,174.8,190.1,180.3
5883,4.0,4.1,148.0,174.8,190.1,180.5
5884,4.1,4.1,148.3,174.8,190.1,180.3
5885,4.1,4.1,148.8,174.8,190.1,180.2
5886,4.0,4.0,147.9,174.8,190.1,180.5
5887,4.0,4.0,147.6,174.7,178.0,180.9
5888,4.1,4.4,147.5,174.7,174.6,180.9
5889,4.0,4.3,147.9,174.8,171.9,180.2
5890,4.0,4.3,148.0,174.8,171.9,180.2
5891,4.1,4.4,147.5,174.7,175.4,180.9
5892,4.0,4.3,147.9,174.8,172.8,180.4
5893,4.0,4.3,147.4,174.7,172.8,180.5
5894,4.0,4.3,147.6,174.7,176.3,180.9
5895,4.0,4.0,147.6,174.7,177.1,180.9
5896,4.0,4.3,147.4,174.7,172.8,180.6
5897,4.0,4.3,149.7,175.0,171.5,179.1
5898,4.0,4.3,149.0,175.0,171.1,179.2
5899,4.0,4.3,148.5,174.9,171.1,179.6
5900,4.0,4.3,148.8,175.0,171.1,179.4
5901,4.0,4.3,148.7,174.9,171.1,179.5
5902,4.0,4.3,149.2,175.0,171.1,179.2
5903,4.0,4.3,148.2,174.9,171.1,179.8
5904,4.0,4.3,148.7,174.9,171.1,179.4
5905,4.0,4.3,148.4,174.9,171.1,179.7
5906,4.0,4.2,151.4,175.1,169.4,178.9
5907,4.0,4.2,151.4,175.1,169.4,178.8
5908,4.0,4.2,150.9,175.1,171.1,179.0
5909,4.0,4.2,151.3,175.1,170.3,178.9
5910,4.0,4.2,150.4,175.1,171.1,179.0
5911,4.0,4.2,150.5,175.1,171.2,179.0
5912,4.0,4.2,149.8,175.1,171.3,179.1
5913,4.0,4.3,149.8,175.0,171.1,179.1
5914,4.0,4.3,149.7,175.0,171.1,179.1
5915,4.0,4.2,151.4,175.1,169.4,178.9
5916,4.0,4.2,151.3,175.1,168.5,179.0
5917,4.0,4.1,151.0,175.1,168.9,179.5
5918,4.0,4.2,151.2,175.1,168.5,179.0
5919,4.0,4.1,150.9,175.1,168.5,179.4
5920,4.0,4.1,150.9,175.1,168.6,179.3
5921,4.0,4.1,150.9,175.1,168.7,179.6
5922,4.0,4.1,150.8,175.1,169.4,179.6
5923,4.0,4.1,150.8,175.1,168.6,179.4
5924,4.0,4.0,151.0,175.1,167.7,178.5
5925,4.0,4.0,150.9,175.1,169.4,179.5
5926,4.0,4.0,151.0,175.1,169.4,179.3
5927,4.0,4.0,151.0,175.1,168.3,178.8
5928,4.0,4.0,151.0,175.1,169.4,179.3
5929,4.0,4.0,151.2,175.1,167.6,178.2
5930,4.0,4.0,151.3,175.1,167.6,178.1
5931,4.0,4.0,151.1,175.1,167.7,178.5
5932,4.0,4.0,151.0,175.1,168.5,179.0
5933,4.0,4.0,151.2,175.2,168.5,178.0
5934,4.0,4.0,151.1,175.2,168.5,178.0
5935,4.0,4.0,150.8,175.2,169.4,177.9
5936,4.0,4.0,151.0,175.2,168.7,178.0
5937,4.0,4.0,151.1,175.2,168.7,177.9
5938,4.0,4.0,151.2,175.2,168.5,178.0
5939,4.0,4.0,151.0,175.2,169.3,177.9
5940,4.0,4.0,150.9,175.2,169.4,177.9
5941,4.0,4.0,151.2,175.1,167.6,178.0
5942,4.0,4.0,150.8,175.2,169.4,177.9
5943,4.0,4.0,150.3,175.1,167.6,177.6
5944,4.0,4.0,150.5,175.2,169.4,177.8
5945,4.0,4.0,150.4,175.1,168.4,177.7
5946,4.0,4.0,150.3,175.1,167.6,177.5
5947,4.0,4.0,150.3,175.1,167.6,177.5
5948,4.0,4.0,150.7,175.2,169.4,177.9
5949,4.0,4.0,150.3,175.1,167.0,177.5
5950,4.0,4.0,150.1,175.0,166.8,177.7
5951,4.0,4.0,150.1,175.0,166.8,177.9
5952,4.0,4.0,150.1,175.0,166.0,178.4
5953,4.0,4.0,150.2,175.0,166.3,178.4
5954,4.0,4.0,150.0,175.0,166.8,178.5
5955,4.0,4.0,150.0,175.0,166.8,178.3
5956,4.0,4.0,150.1,175.0,166.8,177.9
5957,4.0,4.0,150.1,174.9,166.8,178.2
5958,4.0,4.0,150.0,174.9,166.8,178.1
5959,4.0,4.0,150.1,175.0,166.8,178.3
5960,3.9,4.0,150.7,174.9,209.1,177.2
5961,2.8,2.8,150.7,174.9,202.2,177.3
5962,3.9,3.9,150.6,174.9,165.9,177.7
5963,4.1,4.1,150.5,174.9,165.9,177.8
5964,3.9,4.0,150.2,174.9,166.4,178.3
5965,4.0,4.1,150.2,174.9,166.8,178.1
5966,4.0,4.0,150.3,174.9,166.8,178.3
5967,4.0,4.0,150.1,174.9,166.8,178.5
5968,4.0,4.0,150.2,174.9,166.8,178.5
5969,4.0,4.1,151.0,174.9,212.5,177.1
5970,3.9,4.0,151.0,174.9,213.4,177.1
5971,3.9,3.9,151.3,174.9,216.0,177.0
5972,4.0,4.1,151.5,175.0,217.8,177.0
5973,3.9,4.1,151.5,175.0,187.8,177.0
5974,3.9,4.1,151.2,175.1,180.6,177.0
5975,3.9,4.1,151.5,175.0,184.9,177.0
5976,3.9,4.1,151.4,175.1,182.3,177.0
5977,3.9,4.1,151.5,175.0,197.0,177.0
5978,3.9,4.1,150.0,175.2,175.5,176.9
5979,3.9,4.1,148.5,175.2,172.8,176.7
5980,3.9,4.1,145.6,175.2,169.4,176.9
5981,3.9,4.1,147.0,175.2,171.1,176.7
5982,3.9,4.1,150.3,175.2,177.1,176.9
5983,3.9,4.1,146.4,175.2,170.2,176.7
5984,3.9,4.1,151.1,175.1,180.6,176.9
5985,3.9,4.1,150.9,175.1,178.0,177.0
5986,3.9,4.1,148.9,175.2,173.7,176.7
5987,3.9,4.1,145.6,175.2,169.4,177.4
5988,3.9,4.1,145.4,175.2,169.4,177.4
5989,3.9,4.1,145.8,175.2,169.4,177.1
5990,3.9,4.1,145.3,175.2,169.4,177.3
5991,3.9,4.1,145.3,175.2,169.4,177.2
5992,3.9,4.1,145.3,175.2,169.4,177.2
5993,3.9,4.1,145.3,175.2,169.4,177.3
5994,3.9,4.1,145.2,175.2,169.4,177.3
5995,3.9,4.1,145.2,175.2,169.4,177.3
5996,3.9,4.1,146.5,175.2,167.6,176.6
5997,3.9,4.1,146.0,175.2,168.5,176.9
5998,3.9,4.1,146.3,175.2,168.5,176.8
5999,3.9,4.1,146.3,175.2,168.5,176.7
6000,3.9,4.1,146.5,175.2,167.6,176.6
6001,3.9,4.1,147.0,175.2,167.7,176.4
6002,3.9,4.1,146.1,175.2,168.5,176.8
6003,3.9,4.1,145.9,175.2,168.5,177.1
6004,3.9,4.1,146.8,175.2,167.6,176.5
6005,3.9,4.1,147.7,175.2,167.6,176.8
6006,3.9,4.1,148.1,175.2,167.6,176.9
6007,3.9,4.1,147.3,175.2,167.6,176.6
6008,3.9,4.1,148.8,175.1,167.6,177.1
6009,3.9,4.1,147.3,175.2,167.6,176.5
